routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,current_objective,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]",000001011011,"[""000001011011""]",5,0.001220703125,False,False,,,3.7618360882505066,0.17919205944907918,{},{}
"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",000001110010,"[""000001110010""]",5,0.001220703125,False,False,,,2.233097194388363,0.10154410271391778,{},{}
"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",001001111101,"[""001001111101""]",5,0.001220703125,False,False,,,6.449859390133632,0.3157225800538282,{},{}
"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",001110100111,"[""001110100111""]",5,0.001220703125,False,False,,,6.478178583534067,0.31716097317168523,{},{}
"[0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0]",001110110010,"[""001110110010""]",5,0.001220703125,False,False,,,3.016271155824376,0.14132320306771065,{},{}
"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",010001010110,"[""010001010110""]",5,0.001220703125,False,False,,,1.7053253432928357,0.0747374282553578,{},{}
"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1]",011000100111,"[""011000100111""]",5,0.001220703125,False,False,,,7.0049880652800525,0.34391876680833605,{},{}
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1]",011011100101,"[""011011100101""]",5,0.001220703125,False,False,,,4.534565255916559,0.2184406461239084,{},{}
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",011110010001,"[""011110010001""]",5,0.001220703125,False,False,,,3.2294217316264264,0.15214958208796261,{},{}
"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]",100101011100,"[""100101011100""]",5,0.001220703125,False,False,,,3.20125065801407,0.15071871229468545,{},{}
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1]",110011110101,"[""110011110101""]",5,0.001220703125,False,False,,,5.883954379497164,0.2869790398989101,{},{}
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]",110100011110,"[""110100011110""]",5,0.001220703125,False,False,,,4.453363080005113,0.21431621188122113,{},{}
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",110100100100,"[""110100100100""]",5,0.001220703125,False,False,,,1.886909930828807,0.0839605024201973,{},{}
"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",111000011111,"[""111000011111""]",5,0.001220703125,False,False,,,11.815411557856233,0.588250586145852,{},{}
"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0]",111100110010,"[""111100110010""]",5,0.001220703125,False,False,,,6.538761332878385,0.32023810211690384,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",000000000100,"[""000000000100""]",4,0.0009765625,False,False,,,2.3207906755069327,0.10599824439578985,{},{}
"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",000000110000,"[""000000110000""]",4,0.0009765625,False,False,,,3.560153076889476,0.1689481428435332,{},{}
"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",000001100101,"[""000001100101""]",4,0.0009765625,False,False,,,2.3303530359621805,0.1064839373770414,{},{}
"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",000001101011,"[""000001101011""]",4,0.0009765625,False,False,,,3.6784365797166694,0.17495601792729326,{},{}
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",000010111100,"[""000010111100""]",4,0.0009765625,False,False,,,5.543048300115743,0.2696636823785113,{},{}
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]",000011011001,"[""000011011001""]",4,0.0009765625,False,False,,,3.81198269307399,0.181739114029415,{},{}
"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1]",000011101011,"[""000011101011""]",4,0.0009765625,False,False,,,5.092081690061782,0.24675811232527106,{},{}
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",000100000110,"[""000100000110""]",4,0.0009765625,False,False,,,2.909486080599683,0.13589935800541864,{},{}
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",000100001101,"[""000100001101""]",4,0.0009765625,False,False,,,2.2843374956295124,0.10414670850215527,{},{}
"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]",000101001101,"[""000101001101""]",4,0.0009765625,False,False,,,3.781964666101481,0.18021443347801766,{},{}
"[0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",000110110110,"[""000110110110""]",4,0.0009765625,False,False,,,5.019043875392751,0.24304836365843097,{},{}
"[0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",001001101011,"[""001001101011""]",4,0.0009765625,False,False,,,3.111704205815763,0.14617045420169267,{},{}
"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",001011010010,"[""001011010010""]",4,0.0009765625,False,False,,,1.8487290537784595,0.08202121304827185,{},{}
"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]",001011010011,"[""001011010011""]",4,0.0009765625,False,False,,,3.262635324326996,0.15383657233815354,{},{}
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",001100100100,"[""001100100100""]",4,0.0009765625,True,False,"[2, 0, 0, 0]",0.422657206321164,0.4226572063211638,0.0095879377798916,"{""degradation"": 0.42220367018288496, ""nominal"": 0.42274903474903486, ""surge"": 0.42301891403157227}","{""degradation"": 1.0379819640701553, ""nominal"": 0.4227390356850995, ""surge"": 0.43569580843806527}"
"[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",001100111110,"[""001100111110""]",4,0.0009765625,False,False,,,6.349110049502162,0.31060530301334893,{},{}
"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",001110111110,"[""001110111110""]",4,0.0009765625,False,False,,,7.774275951331058,0.38299256334272236,{},{}
"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",010000101001,"[""010000101001""]",4,0.0009765625,False,False,,,2.2397493437542555,0.10188197977600633,{},{}
"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",010001001001,"[""010001001001""]",4,0.0009765625,True,True,"[1, 2, 2, 2]",0.475112438244575,0.47511243824457505,0.012252252526690465,"{""degradation"": 0.35935490918169916, ""nominal"": 0.5298996138996142, ""surge"": 0.5360827916524118}","{""degradation"": 0.7519917631186541, ""nominal"": 0.6589825660582951, ""surge"": 0.6764177035792995}"
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",010100001010,"[""010100001010""]",4,0.0009765625,True,True,"[1, 0, 2, 1]",0.2702990255142447,0.2702990255142447,0.001849336061153376,"{""degradation"": 0.23502434304974731, ""nominal"": 0.3031196911196912, ""surge"": 0.27275304237329556}","{""degradation"": 0.18623162678406635, ""nominal"": 0.1589825660582949, ""surge"": 0.11576793968113246}"
"[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",010101001110,"[""010101001110""]",4,0.0009765625,False,False,,,3.1021705099308523,0.145686217156001,{},{}
"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0]",010110011100,"[""010110011100""]",4,0.0009765625,False,False,,,3.0432716282678864,0.1426946154943455,{},{}
"[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0]",010110111100,"[""010110111100""]",4,0.0009765625,False,False,,,6.438759672610231,0.3151588013801188,{},{}
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",010111111110,"[""010111111110""]",4,0.0009765625,False,False,,,11.451161211104818,0.5697495227668288,{},{}
"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",011000011001,"[""011000011001""]",4,0.0009765625,False,False,,,3.815775289658063,0.181931748217409,{},{}
"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",011000110101,"[""011000110101""]",4,0.0009765625,False,False,,,5.029332932036648,0.24357096711173395,{},{}
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",011010010100,"[""011010010100""]",4,0.0009765625,False,False,,,1.766316985930048,0.07783532577580106,{},{}
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",011101010101,"[""011101010101""]",4,0.0009765625,False,False,,,4.530067919520488,0.21821221667574847,{},{}
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",011101101111,"[""011101101111""]",4,0.0009765625,False,False,,,9.326997529914683,0.46185865253537756,{},{}
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",100000101101,"[""100000101101""]",4,0.0009765625,False,False,,,3.718750354859368,0.177003641809095,{},{}
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",100001011000,"[""100001011000""]",4,0.0009765625,False,False,,,2.3964608734038384,0.10984169750346612,{},{}
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]",100010100011,"[""100010100011""]",4,0.0009765625,False,False,,,1.6234505598984215,0.07057883082303298,{},{}
"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]",100011010110,"[""100011010110""]",4,0.0009765625,False,False,,,3.0335684531216733,0.14220177023020533,{},{}
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]",100100101010,"[""100100101010""]",4,0.0009765625,False,False,,,1.7214584085482443,0.0755568615529517,{},{}
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",100101000001,"[""100101000001""]",4,0.0009765625,False,False,,,2.412429149670533,0.11065276081170639,{},{}
"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]",100101001101,"[""100101001101""]",4,0.0009765625,False,False,,,3.2525101367670732,0.1533222921502517,{},{}
"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]",100101010111,"[""100101010111""]",4,0.0009765625,False,False,,,6.405239744106205,0.3134562516715346,{},{}
"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1]",100111101011,"[""100111101011""]",4,0.0009765625,False,False,,,7.93793251763179,0.3913050345113209,{},{}
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",101000111001,"[""101000111001""]",4,0.0009765625,False,False,,,7.060789506080383,0.3467530427454631,{},{}
