routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,current_objective,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",001001001001,"[""100100100100""]",7,0.001708984375,True,True,"[2, 2, 2, 2]",0.5539087120726396,0.5539087120726395,0.01648466771195563,"{""degradation"": 0.41385681293302545, ""nominal"": 0.6845714285714287, ""surge"": 0.6880650994575044}","{""degradation"": 1.0, ""nominal"": 1.0, ""surge"": 1.0}"
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]",001010100001,"[""100001010100""]",7,0.001708984375,True,True,"[2, 1, 0, 2]",0.3476674782907628,0.3476674782907626,0.0058581121150102,"{""degradation"": 0.270885088321578, ""nominal"": 0.41757528957528967, ""surge"": 0.4230844044768096}","{""degradation"": 0.3494141873180432, ""nominal"": 0.4113320621084174, ""surge"": 0.4358352427509768}"
"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",010100000010,"[""010000001010""]",7,0.001708984375,False,False,,,0.9472932949141856,0.03675376261548997,{},{}
"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",010100000100,"[""001000001010""]",7,0.001708984375,False,False,,,0.9685349312701884,0.037848235459586176,{},{}
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",100000010100,"[""001010000001""]",7,0.001708984375,False,False,,,0.9162961097130812,0.03515663625114364,{},{}
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",100010001101,"[""101100010001""]",7,0.001708984375,False,False,,,1.5860114788122335,0.06966364279566299,{},{}
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",100010100001,"[""100001010001""]",7,0.001708984375,True,False,"[0, 1, 0, 2]",0.28535340286636046,0.28535340286636024,0.002647386622211819,"{""degradation"": 0.2803211410024344, ""nominal"": 0.299969111969112, ""surge"": 0.2794506622354724}","{""degradation"": 0.3923524817155438, ""nominal"": 0.15203622991010626, ""surge"": 0.13002769956275897}"
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",100100100100,"[""001001001001""]",7,0.001708984375,True,False,"[0, 0, 0, 0]",0.5999999999999994,0.599999999999999,0.018859515964720228,"{""degradation"": 0.6, ""nominal"": 0.6, ""surge"": 0.6}","{""degradation"": 1.847035432791308, ""nominal"": 0.8135385453554886, ""surge"": 0.8125024713171134}"
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",001001001000,"[""000100100100""]",6,0.00146484375,False,False,,,1.200689459145776,0.049809970522525525,{},{}
"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",001001010001,"[""100010100100""]",6,0.00146484375,True,True,"[2, 2, 1, 2]",0.4374947684360502,0.43749476843604984,0.010486452798141446,"{""degradation"": 0.34313869296548294, ""nominal"": 0.5136833976833979, ""surge"": 0.5406783637163383}","{""degradation"": 0.6782006674714199, ""nominal"": 0.6232293652955601, ""surge"": 0.6862020382382994}"
"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",010001010010,"[""010010100010""]",6,0.00146484375,True,False,"[1, 2, 1, 1]",0.4316335812162312,0.4316335812162307,0.010184455807949917,"{""degradation"": 0.27258754135197555, ""nominal"": 0.5849111969111971, ""surge"": 0.5786945897072479}","{""degradation"": 0.35716111623943764, ""nominal"": 0.780271043312449, ""surge"": 0.7671415757742247}"
