routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",001101101000000101,"[""101000000101101100""]",3,0.000732421875,False,False,,,,5.750810711827614,0.19969302464449243,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",000000001010011001,"[""100110010100000000""]",2,0.00048828125,False,False,,,,3.10325002119834,0.10422000223197658,{},{}
"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",000000110110100010,"[""10001011011000000""]",2,0.00048828125,False,False,,,,4.202896957876536,0.14387409477192079,{},{}
"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",000010100110100101,"[""101001011001010000""]",2,0.00048828125,False,False,,,,3.4741989616774847,0.11759669899047347,{},{}
"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",000100101100110001,"[""100011001101001000""]",2,0.00048828125,False,False,,,,3.5676214255027974,0.12096558304068444,{},{}
"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",001001010010100001,"[""100001010010100100""]",2,0.00048828125,True,True,"[2, 2, 1, 1, 0, 2]",0.3123059493060752,0.4063401323409187,0.3123059493060758,0.0035764676490107014,"{""degradation"": 0.2831477707740469, ""nominal"": 0.31294610277538754, ""surge"": 0.3408239743687912}","{""degradation"": 0.35461033261733077, ""nominal"": 0.244774006014658, ""surge"": 0.4063401323409187}"
"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",001001011001001010,"[""10100100110100100""]",2,0.00048828125,False,False,,,,1.70672421507923,0.05386023519842977,{},{}
"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",001010000001000000,"[""100000010100""]",2,0.00048828125,False,False,,,,2.719886926980836,0.09039564178732144,{},{}
"[0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",001110010101000010,"[""10000101010011100""]",2,0.00048828125,False,False,,,,3.513958654984057,0.11903046332441623,{},{}
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",010000001011101110,"[""11101110100000010""]",2,0.00048828125,False,False,,,,4.658593422910057,0.16030685077008786,{},{}
"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]",010010010010111010,"[""10111010010010010""]",2,0.00048828125,False,False,,,,4.943834104174788,0.17059284347716203,{},{}
"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",010011101111001001,"[""100100111101110010""]",2,0.00048828125,False,False,,,,7.327305643830799,0.2565426132144843,{},{}
"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0]",010100000011110110,"[""11011110000001010""]",2,0.00048828125,False,False,,,,4.672424412902295,0.1608056066332452,{},{}
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",010100001111010111,"[""111010111100001010""]",2,0.00048828125,False,False,,,,9.213349935970301,0.3245547836669902,{},{}
"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",010110001101010100,"[""1010101100011010""]",2,0.00048828125,False,False,,,,2.6892599678047056,0.08929121068959468,{},{}
"[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",010111100001111011,"[""110111100001111010""]",2,0.00048828125,False,False,,,,10.586129324246148,0.3740582370791001,{},{}
"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]",011000010010011001,"[""100110010010000110""]",2,0.00048828125,False,False,,,,3.692070845873025,0.12545332239347237,{},{}
"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",011000011001011001,"[""100110100110000110""]",2,0.00048828125,False,False,,,,4.978547162991595,0.17184462238978682,{},{}
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",011010100001010110,"[""11010100001010110""]",2,0.00048828125,False,False,,,,2.8069109861631762,0.09353379457156183,{},{}
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",011100001111000110,"[""11000111100001110""]",2,0.00048828125,False,False,,,,7.947521658417979,0.2789080674497219,{},{}
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1]",011100011101100101,"[""101001101110001110""]",2,0.00048828125,False,False,,,,5.301441719399181,0.18348844204985798,{},{}
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]",100000000010101001,"[""100101010000000001""]",2,0.00048828125,False,False,,,,2.9900949262053507,0.10013954471551893,{},{}
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",100000001110101010,"[""10101011100000001""]",2,0.00048828125,False,False,,,,3.4141334568943966,0.11543069187884354,{},{}
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",100000100010010011,"[""110010010001000001""]",2,0.00048828125,False,False,,,,2.2289693977191196,0.07269278782072898,{},{}
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",100000100011001001,"[""100100110001000001""]",2,0.00048828125,False,False,,,,2.229450819633117,0.07271014825569373,{},{}
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0]",100010001100110010,"[""10011001100010001""]",2,0.00048828125,False,False,,,,1.4633257020084476,0.04508310243020733,{},{}
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",100100101100001011,"[""110100001101001001""]",2,0.00048828125,False,False,,,,2.830520597770885,0.09438517485763107,{},{}
"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]",101100000101001001,"[""100100101000001101""]",2,0.00048828125,False,False,,,,3.630123014655947,0.12321943718014072,{},{}
"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",110001100001100010,"[""10001100001100011""]",2,0.00048828125,False,False,,,,1.490472711575109,0.046062043937370525,{},{}
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1]",110001111101010111,"[""111010101111100011""]",2,0.00048828125,False,False,,,,11.917110383126797,0.4220544114122911,{},{}
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",110011100000010011,"[""110010000001110011""]",2,0.00048828125,False,False,,,,4.917402909342909,0.1696397147857197,{},{}
"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]",110101011000100010,"[""10001000110101011""]",2,0.00048828125,False,False,,,,4.849246618143199,0.16718194785320145,{},{}
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0]",111010011111101100,"[""1101111110010111""]",2,0.00048828125,False,False,,,,11.84248107356695,0.4193632225872506,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",000000000000101110,"[""11101000000000000""]",1,0.000244140625,False,False,,,,5.775264221545925,0.20057483652879188,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",000000000001110101,"[""101011100000000000""]",1,0.000244140625,False,False,,,,4.968294599850031,0.1714749072803033,{},{}
