routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",000001110111101,"[""000001110111101""]",3,0.000732421875,False,False,,,,8.06268880514009,0.33025435082233384,{},{}
"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",001111101100100,"[""001111101100100""]",3,0.000732421875,False,False,,,,6.349527136227371,0.2582342365259141,{},{}
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",011001100010101,"[""011001100010101""]",3,0.000732421875,False,False,,,,2.8411916542678757,0.11074627494826064,{},{}
"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]",100110010101101,"[""100110010101101""]",3,0.000732421875,False,False,,,,4.19268341369892,0.16756204006321793,{},{}
"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",101011110111100,"[""101011110111100""]",3,0.000732421875,False,False,,,,8.856209968262416,0.36361342364175353,{},{}
"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",101101011010110,"[""101101011010110""]",3,0.000732421875,False,False,,,,5.606841677323675,0.22701226103630356,{},{}
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",110101100111111,"[""110101100111111""]",3,0.000732421875,False,False,,,,12.22491187972906,0.5052312879081038,{},{}
"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",111010101000101,"[""111010101000101""]",3,0.000732421875,False,False,,,,8.31122308888527,0.34070255769429064,{},{}
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",000000011000011,"[""000000011000011""]",2,0.00048828125,False,False,,,,5.109382296892761,0.20609941779063448,{},{}
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1]",000000011101011,"[""000000011101011""]",2,0.00048828125,False,False,,,,5.539232337727705,0.22417001184665322,{},{}
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]",000000011111011,"[""000000011111011""]",2,0.00048828125,False,False,,,,8.82649657777776,0.3623642935580778,{},{}
"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",000000101111111,"[""000000101111111""]",2,0.00048828125,False,False,,,,12.042898019258145,0.49757955294781386,{},{}
"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",000001011000000,"[""000001011000000""]",2,0.00048828125,False,False,,,,3.9716321159986694,0.15826919863754682,{},{}
"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",000001101011101,"[""000001101011101""]",2,0.00048828125,False,False,,,,4.882050642147073,0.19654255456220976,{},{}
"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]",000001110110100,"[""000001110110100""]",2,0.00048828125,False,False,,,,3.5169379855846614,0.13915417649073947,{},{}
"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",000001111001001,"[""000001111001001""]",2,0.00048828125,False,False,,,,5.692747280153031,0.23062367229231173,{},{}
"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",000010010001101,"[""000010010001101""]",2,0.00048828125,False,False,,,,2.2591931904079283,0.08627946796317532,{},{}
"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]",000010010011001,"[""000010010011001""]",2,0.00048828125,False,False,,,,2.3873036518051896,0.09166514185480142,{},{}
"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]",000010011011011,"[""000010011011011""]",2,0.00048828125,False,False,,,,5.034206327129052,0.20293907277885126,{},{}
"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",000010100001101,"[""000010100001101""]",2,0.00048828125,False,False,,,,2.242233543307369,0.08556649630102948,{},{}
"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1]",000010101000111,"[""000010101000111""]",2,0.00048828125,False,False,,,,7.516259595374227,0.30728285031752967,{},{}
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1]",000010111100011,"[""000010111100011""]",2,0.00048828125,False,False,,,,6.845591384876091,0.279088429410537,{},{}
"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",000011001110100,"[""000011001110100""]",2,0.00048828125,False,False,,,,3.580025929507853,0.14180634937933675,{},{}
"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",000011001111100,"[""000011001111100""]",2,0.00048828125,False,False,,,,6.836007909443859,0.27868554682886904,{},{}
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",000011011101110,"[""000011011101110""]",2,0.00048828125,False,False,,,,6.165339698945723,0.25049112592187645,{},{}
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",000011011111000,"[""000011011111000""]",2,0.00048828125,False,False,,,,8.964109175463385,0.368149430590846,{},{}
"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",000011111100000,"[""000011111100000""]",2,0.00048828125,False,False,,,,7.687279986880859,0.31447242755757093,{},{}
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",000100001000010,"[""000100001000010""]",2,0.00048828125,False,False,,,,1.750097648209616,0.06487744864284448,{},{}
"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",000101010110101,"[""000101010110101""]",2,0.00048828125,False,False,,,,4.779204453071165,0.1922189729489817,{},{}
"[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",000101011111111,"[""000101011111111""]",2,0.00048828125,False,False,,,,12.75492700395398,0.5275127517758637,{},{}
"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",000101111011111,"[""000101111011111""]",2,0.00048828125,False,False,,,,12.81301504447027,0.529954732234073,{},{}
"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",000110011010101,"[""000110011010101""]",2,0.00048828125,False,False,,,,4.857312916269281,0.19550259792677863,{},{}
"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",000110101010000,"[""000110101010000""]",2,0.00048828125,False,False,,,,4.2963436282491525,0.17191984273611877,{},{}
"[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",000110101101011,"[""000110101101011""]",2,0.00048828125,False,False,,,,6.113320032496563,0.24830425565077827,{},{}
"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",000111001110001,"[""000111001110001""]",2,0.00048828125,False,False,,,,6.862969132996781,0.2798189777461538,{},{}
"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]",000111010110010,"[""000111010110010""]",2,0.00048828125,False,False,,,,6.908562477811043,0.28173568996559256,{},{}
"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",000111100010001,"[""000111100010001""]",2,0.00048828125,False,False,,,,5.513090463896279,0.22307102581665597,{},{}
"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]",000111100011100,"[""000111100011100""]",2,0.00048828125,False,False,,,,6.820044655844492,0.27801446285026304,{},{}
"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",000111100101000,"[""000111100101000""]",2,0.00048828125,False,False,,,,7.601734899959981,0.31087617213735197,{},{}
"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1]",000111110010111,"[""000111110010111""]",2,0.00048828125,False,False,,,,11.481668223192646,0.4739858461817464,{},{}
"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",000111111101110,"[""000111111101110""]",2,0.00048828125,False,False,,,,12.902965396640772,0.5337361819138537,{},{}
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]",001000001100110,"[""001000001100110""]",2,0.00048828125,False,False,,,,2.221499806280513,0.08469486454696755,{},{}
"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",001000011110000,"[""001000011110000""]",2,0.00048828125,False,False,,,,4.307745206178214,0.17239915707084336,{},{}
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",001001001001100,"[""001001001001100""]",2,0.00048828125,True,True,"[2, 2, 2, 2, 0]",0.4389279246616744,0.837160731036773,0.43892792466167396,0.009756793619165632,"{""degradation"": 0.35041109372971546, ""nominal"": 0.4565267894003961, ""surge"": 0.5098458908549117}","{""degradation"": 0.6685699578064438, ""nominal"": 0.5148185259254572, ""surge"": 0.837160731036773}"
"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",001001100100011,"[""001001100100011""]",2,0.00048828125,False,False,,,,1.5709635686307974,0.05734677765028227,{},{}
"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",001001110110110,"[""001001110110110""]",2,0.00048828125,False,False,,,,4.095941340518376,0.16349507119847714,{},{}
"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]",001010001101001,"[""001010001101001""]",2,0.00048828125,False,False,,,,1.6575505345080317,0.06098683293065541,{},{}
"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",001010011111110,"[""001010011111110""]",2,0.00048828125,False,False,,,,7.477295357444337,0.30564482109932717,{},{}
"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]",001010101011011,"[""001010101011011""]",2,0.00048828125,False,False,,,,4.258602601777336,0.17033323646918688,{},{}
"[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",001011010100100,"[""001011010100100""]",2,0.00048828125,False,False,,,,1.528390457348809,0.05555703392899707,{},{}
"[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",001011010111100,"[""001011010111100""]",2,0.00048828125,False,False,,,,6.118584270567369,0.24852556052493158,{},{}
"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",001011100110111,"[""001011100110111""]",2,0.00048828125,False,False,,,,7.402637400954008,0.3025062530020248,{},{}
"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",001011110000110,"[""001011110000110""]",2,0.00048828125,False,False,,,,4.881337279060973,0.1965125652786949,{},{}
"[0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0]",001011110100010,"[""001011110100010""]",2,0.00048828125,False,False,,,,2.881337279060973,0.11243396884111725,{},{}
"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]",001100010101101,"[""001100010101101""]",2,0.00048828125,False,False,,,,2.958872462528066,0.11569349354133888,{},{}
"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",001100011111100,"[""001100011111100""]",2,0.00048828125,False,False,,,,6.155616057364013,0.2500823508536503,{},{}
"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",001100110010000,"[""001100110010000""]",2,0.00048828125,False,False,,,,2.2813991444098747,0.08721299068569585,{},{}
"[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",001100110110000,"[""001100110110000""]",2,0.00048828125,False,False,,,,3.5638870156629956,0.14112788076728544,{},{}
"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",001101000100011,"[""001101000100011""]",2,0.00048828125,False,False,,,,3.6046269982356103,0.14284056104408385,{},{}
