routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",001001001010001,"[""100010100100100""]",1,0.000244140625,True,True,"[2, 2, 2, 1, 2]",0.48047860673634724,0.961415394691527,0.480478606736347,0.011503555134096895,"{""degradation"": 0.3691376628104121, ""nominal"": 0.5154946085325832, ""surge"": 0.5568035488660464}","{""degradation"": 0.759367158553986, ""nominal"": 0.6307279731956437, ""surge"": 0.961415394691527}"
"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",001001010100010,"[""10001010100100""]",1,0.000244140625,True,True,"[2, 2, 1, 0, 1]",0.2984134264271187,0.3790041509084753,0.29841342642711827,0.0038496627238196676,"{""degradation"": 0.2574906181436755, ""nominal"": 0.3010478549586805, ""surge"": 0.3367018061790001}","{""degradation"": 0.2180379335479506, ""nominal"": 0.2092030628048292, ""surge"": 0.3790041509084753}"
"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",001001100010100,"[""1010001100100""]",1,0.000244140625,True,False,"[2, 2, 0, 1, 0]",0.23381563631825086,0.3057093882628606,0.2338156363182507,0.0011340169611582566,"{""degradation"": 0.275572514277113, ""nominal"": 0.19840600093764657, ""surge"": 0.22746839373999303}","{""degradation"": 0.3057093882628606, ""nominal"": 0.007446227611457912, ""surge"": 0.08996160710760182}"
"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",001010001001100,"[""1100100010100""]",1,0.000244140625,True,True,"[2, 1, 2, 2, 0]",0.32816959248674804,0.4205368662783015,0.32816959248674776,0.0051005910626482345,"{""degradation"": 0.2957904674905362, ""nominal"": 0.33632068210284727, ""surge"": 0.3523976278668606}","{""degradation"": 0.40373767890772205, ""nominal"": 0.2785367088189743, ""surge"": 0.4205368662783015}"
"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",001010001100010,"[""10001100010100""]",1,0.000244140625,True,True,"[2, 1, 2, 0, 1]",0.26020580502171475,0.22959202730418718,0.26020580502171453,0.0022434411333273206,"{""degradation"": 0.2556549012301112, ""nominal"": 0.2447257383966245, ""surge"": 0.2802367754384085}","{""degradation"": 0.209137319858475, ""nominal"": 0.0984941117893503, ""surge"": 0.22959202730418718}"
"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",001100001001001,"[""100100100001100""]",1,0.000244140625,True,False,"[2, 0, 2, 2, 2]",0.47585936517391036,0.8473617635575333,0.47585936517391025,0.011309365460508992,"{""degradation"": 0.3493942950205105, ""nominal"": 0.5644827899881745, ""surge"": 0.5137010105130462}","{""degradation"": 0.6636399315895918, ""nominal"": 0.7270210550639161, ""surge"": 0.8473617635575333}"
"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",001100010010001,"[""100010010001100""]",1,0.000244140625,True,True,"[2, 0, 1, 1, 2]",0.3547623426675101,0.543346936946043,0.35476234266750983,0.0062185316179550415,"{""degradation"": 0.2564738194344708, ""nominal"": 0.4090038555464592, ""surge"": 0.3988093530216005}","{""degradation"": 0.21310790733109966, ""nominal"": 0.4214055919432886, ""surge"": 0.543346936946043}"
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",001100100100100,"[""1001001001100""]",1,0.000244140625,True,False,"[2, 0, 0, 0, 0]",0.4281249897379681,1.1503332606713932,0.42812498973796764,0.009302645816269772,"{""degradation"": 0.44977289891057903, ""nominal"": 0.42145828522646966, ""surge"": 0.4131437850768558}","{""degradation"": 1.1503332606713932, ""nominal"": 0.4458865051179705, ""surge"": 0.5812772790701184}"
"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",010001001100001,"[""100001100100010""]",1,0.000244140625,True,True,"[1, 2, 2, 0, 2]",0.35627270212568446,0.5751492502157627,0.3562727021256839,0.00628202606963479,"{""degradation"": 0.30872998929081746, ""nominal"": 0.3492602039031285, ""surge"": 0.4108279131831074}","{""degradation"": 0.4664759388321411, ""nominal"": 0.30397113800227205, ""surge"": 0.5751492502157627}"
"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",010001010010001,"[""100010010100010""]",1,0.000244140625,True,False,"[1, 2, 1, 1, 2]",0.40378480369865527,0.7430447089752285,0.4037848036986551,0.008279401476662313,"{""degradation"": 0.2852696251268563, ""nominal"": 0.45180671886698737, ""surge"": 0.4742780671021223}","{""degradation"": 0.35272657099938765, ""nominal"": 0.5055405710230166, ""surge"": 0.7430447089752285}"
