routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",000001111101011100,"[""000001111101011100""]",2,0.00048828125,False,False,,,,7.961303500755676,0.27940505101162844,{},{}
"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]",000010110110010100,"[""000010110110010100""]",2,0.00048828125,False,False,,,,3.473169546037804,0.11755957749112998,{},{}
"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",000101111011001010,"[""000101111011001010""]",2,0.00048828125,False,False,,,,7.993172521726568,0.280554271788394,{},{}
"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]",001010010101110100,"[""001010010101110100""]",2,0.00048828125,False,False,,,,2.683387392314975,0.08907944121691189,{},{}
"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",001100000001010010,"[""001100000001010010""]",2,0.00048828125,False,False,,,,1.054946882327673,0.030356656180201867,{},{}
"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",001111100011010010,"[""001111100011010010""]",2,0.00048828125,False,False,,,,6.016558361335535,0.20927608401961587,{},{}
"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1]",010000010101110001,"[""010000010101110001""]",2,0.00048828125,False,False,,,,3.429705576178515,0.11599223416895423,{},{}
"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",010010110001000100,"[""010010110001000100""]",2,0.00048828125,False,False,,,,2.2660993501623756,0.07403172172858515,{},{}
"[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",010111010010000000,"[""010111010010000000""]",2,0.00048828125,False,False,,,,6.393453847848328,0.2228672176840379,{},{}
"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]",011001011011001001,"[""011001011011001001""]",2,0.00048828125,False,False,,,,4.286418654639212,0.14688594974286726,{},{}
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]",011001100010011001,"[""011001100010011001""]",2,0.00048828125,False,False,,,,2.826548058436961,0.09424192211248919,{},{}
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",011001111010000100,"[""011001111010000100""]",2,0.00048828125,False,False,,,,6.81252687777711,0.23797930516912663,{},{}
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1]",011010010100111101,"[""011010010100111101""]",2,0.00048828125,False,False,,,,7.300607490307884,0.2555798577926019,{},{}
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",011010100100010010,"[""011010100100010010""]",2,0.00048828125,False,False,,,,1.5489583080842309,0.048171078372761536,{},{}
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",011011000101001110,"[""011011000101001110""]",2,0.00048828125,False,False,,,,6.075407167525372,0.21139821606825898,{},{}
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",011011100111101110,"[""011011100111101110""]",2,0.00048828125,False,False,,,,9.81243384168719,0.34615819822134797,{},{}
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",011100100000101101,"[""011100100000101101""]",2,0.00048828125,False,False,,,,4.860578818212807,0.1675905954793194,{},{}
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1]",011101001101100111,"[""011101001101100111""]",2,0.00048828125,False,False,,,,8.655365246887177,0.30443343766150466,{},{}
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",100001110010001100,"[""100001110010001100""]",2,0.00048828125,False,False,,,,1.4645279804676616,0.045126457492355256,{},{}
"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",100100011110110110,"[""100100011110110110""]",2,0.00048828125,False,False,,,,5.306724230413465,0.18367893335540056,{},{}
"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",101001001000000100,"[""101001001000000100""]",2,0.00048828125,False,False,,,,3.1815294390195734,0.10704281669607449,{},{}
